#,tweet_id,evidence_url,claim_reviewed,indian
9025,1.17944969473012E+018,https://www.altnews.in/media-misreports-that-pak-pm-was-called-welder-from-bronx-by-american-anchor/,"American TV anchor called Pakistani PM Imran Khan ""welder from Bronx""",1
9038,1.17959059132538E+018,https://www.boomlive.in/video-of-gujarat-businessman-viral-as-morarji-desai-playing-dandiya/,Morarji Desai Playing Garba and Dandiya,1
9080,1.18152200145596E+018,https://www.altnews.in/false-claim-tanmay-bakshi-13-year-old-indian-boy-appointed-by-google-with-rs-66-lakh-salary/,Indian boy Tanmay Bakshi hired by Google for Rs.66 lakh per annum,1
9121,1.18199755839196E+018,https://www.altnews.in/old-video-of-ex-defence-ministers-wife-performing-puja-on-ins-vikrant-shared-as-baptism/,Video of former Defence minster wife Elizabeth Antony baptizing aircraft carrier INS Vikrant,1
9124,1.18192991119324E+018,https://www.altnews.in/old-video-of-ex-defence-ministers-wife-performing-puja-on-ins-vikrant-shared-as-baptism/,Video of former Defence minster wife Elizabeth Antony baptizing aircraft carrier INS Vikrant,1
9378,1.1611829967808E+018,https://www.altnews.in/2018-kulgam-blast-video-shared-in-pak-social-media-as-kashmiris-massacred-in-recent-unrest/,Indian forces are brutally killing people in Kashmir during the lockdown,1
9402,1.10801872610685E+018,https://www.boomlive.in/did-modi-promise-to-deposit-rs-15-lakh-in-every-account-a-factcheck/,Modi Promised To Deposit Rs 15 Lakh In Every Account,1
9411,1.11059350855611E+018,https://www.boomlive.in/did-modi-promise-to-deposit-rs-15-lakh-in-every-account-a-factcheck/,Modi Promised To Deposit Rs 15 Lakh In Every Account,1
9430,1.16554782519693E+018,https://www.boomlive.in/clash-between-tmc-bjp-workers-passed-off-as-kashmir/,RSS Hooligans Are Evacuating Muslim Settlements In Kashmir,1
9538,1.13661156679358E+018,https://www.altnews.in/murder-of-child-in-aligarh-fact-checking-social-media-claims/,Two and a half-year old victim of Aligarh murder case was raped and mutilated,1
9541,1.13657045900734E+018,https://www.altnews.in/murder-of-child-in-aligarh-fact-checking-social-media-claims/,Two and a half-year old victim of Aligarh murder case was raped and mutilated,1
9563,1.13652274358157E+018,https://www.altnews.in/murder-of-child-in-aligarh-fact-checking-social-media-claims/,Two and a half-year old victim of Aligarh murder case was raped and mutilated,1
9569,1.13668394412289E+018,https://www.altnews.in/murder-of-child-in-aligarh-fact-checking-social-media-claims/,Two and a half-year old victim of Aligarh murder case was raped and mutilated,1
9595,1.136592090178E+018,https://www.altnews.in/murder-of-child-in-aligarh-fact-checking-social-media-claims/,Two and a half-year old victim of Aligarh murder case was raped and mutilated,1
9630,1.16006348092321E+018,https://www.boomlive.in/simulated-video-of-underwater-volcanic-eruption-shared-as-real-incident/,Video shows volcanic eruption at Mount Sinabung in Indonesia,1
9631,1.14136678265083E+018,https://www.boomlive.in/simulated-video-of-underwater-volcanic-eruption-shared-as-real-incident/,Video shows volcanic eruption at Mount Sinabung in Indonesia,1
9667,1.11920381467707E+018,https://www.altnews.in/amit-malviya-targets-yogendra-yadav-via-edited-video-clip-after-tv-debate-face-off/,Yogendra Yadav appealed to Muslim voters on the basis of religious identity,1
9945,1.15322282578991E+018,https://www.altnews.in/no-this-video-is-not-of-a-make-in-india-train-manufactured-for-sydney-metro/,Video claims to show double-decker metro train manufactured under 'Make in India' for Sydney metro,1
9976,1.16417603223001E+018,https://www.boomlive.in/9-year-old-video-of-canada-refusing-visas-to-indian-army-officers-shared-as-recent/,Recent News Report That Canada refuses visa for Indian Army Generals and Brigadiers who served as intelligence officers for their part in Kashmir.,1
9991,1.1056602023371E+018,https://www.altnews.in/did-pak-army-admit-200-killed-in-balakot-indian-media-runs-video-without-verification/,Pakistani army admitted to the deaths of 200 terrorists,1
10011,1.10572228392497E+018,https://www.altnews.in/did-pak-army-admit-200-killed-in-balakot-indian-media-runs-video-without-verification/,Pakistani army admitted to the deaths of 200 terrorists,1
10019,1.1463526352445E+018,https://www.altnews.in/zee-news-falsely-claims-mahua-moitra-plagiarised-her-maiden-parliament-speech/,TMC MP Mahua Moitra plagiarised her maiden Parliamentary speech,1
10114,1.14774515821923E+018,https://www.altnews.in/no-fm-nirmala-sitharaman-did-not-claim-that-modi-govt-distributed-35000-crore-led-bulbs/,Nirmala Sitharaman claimed that government distributed 35000 crore bulbs,1
10148,1.14389934418721E+018,https://www.altnews.in/false-claim-rain-cloud-generating-machine-developed-by-nasa/,NASA has developed a cloud generating machine,1
10155,1.15444925680929E+018,https://www.altnews.in/video-from-andhra-pradesh-college-shared-as-incident-in-kendriya-vidyalaya-school/,"Video showing young man beaten up, from Kendriya Vidyalaya school",1
10159,1.15494225517976E+018,https://www.boomlive.in/pimpri-police-dismiss-communal-angle-in-hitesh-mulchandani-murder/,Muslim gang killed Hitesh Mulchandani,1
10205,1.15583996897296E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10206,1.15579815476951E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10207,1.1557960711566E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10209,1.15580759484323E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10211,1.15572218940178E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10214,1.1557152239086E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10215,1.15552470477131E+018,https://www.boomlive.in/crocodile-rescued-from-ratnagiri-drain-shared-as-mumbai/,"Crocodile found in Dadar, Mumbai",1
10244,1.15941065349443E+018,https://www.altnews.in/did-1st-muslim-minister-of-british-cabinet-lambast-nehru-over-education-policy/,'1st Muslim minister of British cabinet' lambasts Nehru,1
10245,1.15912397433444E+018,https://www.boomlive.in/did-kashmiri-women-protest-abrogation-of-article-370-a-factcheck/,Hundreds Of Thousands Kashmiris Took Street Yesterday In Kashmir,1
10250,1.1596819602997E+018,https://www.altnews.in/article-370-pak-minister-shares-burhan-wani-funeral-video-as-kashmiris-protesting-against-indian-govt/,Video of Kashmiris protesting against the Indian government's move to repeal Article 35 A,1
10267,1.1611829967808E+018,https://www.boomlive.in/old-video-of-kashmiris-wounded-in-a-shell-explosion-resurfaces-with-false-claim/,Kashmiris tortured and killed by Indian army after lockdown,1
10302,1.16274964669688E+018,https://www.altnews.in/italian-air-force-celebrating-italys-republic-day-viral-as-indian-independence-day-celebration-at-trafalgar-square/,"Indian Independence Day celebrated in Trafalgar square, London",1
10335,1.16650260072165E+018,https://www.boomlive.in/satire-website-thin-air-todays-story-on-saudi-man-accidentally-buying-two-aircraft-takes-off/,Saudi Man Accidentally Buys Two Airbus Aircraft For Sons Birthday,1
10370,1.16667379385255E+018,https://www.boomlive.in/half-baked-plastic-rice-rumours-resurface-online/,Plastic Rice Served In Train,1
10371,1.16639176535337E+018,https://www.boomlive.in/half-baked-plastic-rice-rumours-resurface-online/,Plastic Rice Served In Train,1
10372,1.16692049370785E+018,https://www.boomlive.in/video-of-distraught-woman-narrating-her-ordeal-to-rahul-gandhi-goes-viral-with-false-claim/,Kashmiri people on board a flight tell Rahul Gandhi to go back as Modi was doing good for them,1
10373,1.16636912554065E+018,https://www.boomlive.in/video-of-distraught-woman-narrating-her-ordeal-to-rahul-gandhi-goes-viral-with-false-claim/,Kashmiri people on board a flight tell Rahul Gandhi to go back as Modi was doing good for them,1
10374,1.16665489675966E+018,https://www.boomlive.in/video-of-distraught-woman-narrating-her-ordeal-to-rahul-gandhi-goes-viral-with-false-claim/,Kashmiri people on board a flight tell Rahul Gandhi to go back as Modi was doing good for them,1
10375,1.16658052341581E+018,https://www.boomlive.in/fake-message-claims-children-kidnapped-in-ghaziabad-police-warn-against-rumours/,Please Do Take Care Of Your Kids Today Three Kids From Gaurcity Indirapuram Round Circles Have Been Kidnapped While Going To School,1
10385,1.1248954523048E+018,https://www.altnews.in/old-video-of-inter-family-dispute-shared-as-bjp-mla-beating-up-a-dalit-youth/,Video of BJP MLA Anil Upadhya commiting atrocity on a Dalit,1
10561,1.12160609438681E+018,https://www.altnews.in/did-a-tmc-leader-pull-out-a-gun-on-live-tv-no-it-was-a-mike/,TMC leader pulled out a gun during a live debate,1
10584,1.1330782844372E+018,https://www.altnews.in/amartya-sen-and-nalanda-university-debunking-a-web-of-untruths/,Corruption and nepotism allegations against Dr Amartya Sen's tenure at Nalanda University,1
10593,1.1329323005497E+018,https://www.altnews.in/bjp-mp-terms-death-of-19-year-old-in-belagavi-as-murder-by-cow-smugglers-post-mortem-confirms-suicide/,"19 year old Shivu Uppar killed by cow smugglers in Belgaum, Karnataka",1
10737,1.10587278235569E+018,https://www.boomlive.in/video-claiming-to-capture-ethiopian-plane-crash-is-from-afghanistan/,Video of the recent Ethiopian Airlines crash,1
10740,1.1056602023371E+018,https://www.altnews.in/ravi-shankar-prasad-cites-misleading-video-shared-by-media-as-proof-of-balakot-casualties/,200 people killed in Balakot,1
10742,1.10572228392497E+018,https://www.altnews.in/ravi-shankar-prasad-cites-misleading-video-shared-by-media-as-proof-of-balakot-casualties/,200 people killed in Balakot,1
10752,1.10827564371488E+018,https://www.altnews.in/mp-congress-shares-old-video-of-bjp-worker-harassing-a-woman-with-false-narrative/,Video BJP MLA beaten up for harassing a woman,1
10791,1.11486766402594E+018,https://www.altnews.in/mp-congress-shares-clipped-video-of-rajnath-singh-rally-crowd-did-not-say-chowkidar-chor-hai/,Crowd responds with 'Chowkidar Chor Hai' when Rajnath Singh asked to raise a slogan,1
10830,1.11416329964435E+018,https://www.altnews.in/terror-attack-at-ambaji-temple-in-gujarat-no-it-is-a-mock-drill-video/,Two terrorist attack Ambaji temple,1
10888,1.11635180753653E+018,https://www.boomlive.in/can-you-ask-for-a-challenge-vote-if-your-name-is-not-on-a-voter-list/,"Message Claims If A Voters Name Is Not On The Voters List, A Person Can Cast Their Vote Using Challenge Vote",1
10889,1.11628578194395E+018,https://www.altnews.in/video-from-2017-viral-as-burqa-clad-women-casting-fake-votes-in-muzaffarnagar-ls-polls/,BJP worker stopped burq-clad women from casting fake votes,1
10947,1.11920381467707E+018,https://www.boomlive.in/amit-malviya-shares-edited-video-to-accuse-yogendra-yadav-of-playing-communal-politics/,Yogendra Yadav claims he is a Muslim and does caste based politics,1
10999,1.12109971392986E+018,https://www.altnews.in/did-a-bjp-leader-have-a-clothing-malfunction-while-campaigning-old-video-false-claim/,Ajmer BJP candidate Rakesh Pareekh's trouser came off in a rally,1
11045,1.0849764533374E+018,https://www.altnews.in/video-of-rahul-gandhi-paying-tribute-at-dargah-viral-as-praying-for-muslim-kingdom-in-india/,Muslims are taking Oath in front of Rahul Gandhi and Ghulam Nabi Azad against Hindus,1
11225,1.35436434643716E+018,https://www.indiatoday.in/fact-check/story/fact-check-this-video-of-pro-khalistan-rally-is-not-linked-to-farmers-protest-1748158-2020-12-09,"Video shows protesters carrying swords and raising pro-Khalistan slogans during the ongoing farmers’ agitation.
",1
11226,1.35434253937405E+018,https://www.indiatoday.in/fact-check/story/fact-check-this-video-of-pro-khalistan-rally-is-not-linked-to-farmers-protest-1748158-2020-12-09,"Video shows protesters carrying swords and raising pro-Khalistan slogans during the ongoing farmers’ agitation.
",1
11242,1.35506032644676E+018,https://www.indiatoday.in/fact-check/story/fact-check-officials-posing-for-covid-19-vaccine-is-not-what-it-looks-like-1761512-2021-01-21,Video shows Karnataka government officials faking the Covid-19 vaccination process. ,1
11249,1.35936248655054E+018,https://www.indiatoday.in/fact-check/story/fact-check-truth-of-the-flag-hoisted-at-red-fort-by-protesting-farmers-1762991-2021-01-26,Khalistani flag hoisted on Red Fort on Republic Day by protesting farmers. This is a Black Day for India.,1
11253,1.35402338361726E+018,https://www.indiatoday.in/fact-check/story/fact-check-truth-of-the-flag-hoisted-at-red-fort-by-protesting-farmers-1762991-2021-01-26,Khalistani flag hoisted on Red Fort on Republic Day by protesting farmers. This is a Black Day for India.,1
11293,1.38289289194566E+018,https://www.indiatoday.in/fact-check/story/fact-check-japanese-nobel-laureate-never-said-china-manufactured-coronavirus-1685206-2020-06-03,Japanese Nobel laureate Dr. Tasuku Honjo has said China manufactured coronavirus and he once worked at the Wuhan lab which later produced it.,1
11333,1.08451864353314E+018,https://www.altnews.in/did-rahul-gandhi-claim-gandhijis-non-violence-was-inspired-by-islam-clipped-video-viral/,Rahul Gandhi said Mahatma Gandhi's non-violence was inspired by Islam,1
11339,1.08447326201546E+018,https://www.altnews.in/did-rahul-gandhi-claim-gandhijis-non-violence-was-inspired-by-islam-clipped-video-viral/,Rahul Gandhi said Mahatma Gandhi's non-violence was inspired by Islam,1
11343,1.08480611555504E+018,https://www.altnews.in/did-rahul-gandhi-claim-gandhijis-non-violence-was-inspired-by-islam-clipped-video-viral/,Rahul Gandhi said Mahatma Gandhi's non-violence was inspired by Islam,1
11532,1.34809698818146E+018,https://thelogicalindian.com/fact-check/balakot-strike-26076,Ex Pakistani diplomat in a debate accepted that 300 people were killed in Balakot strike.,1
11567,1.35121155640782E+018,https://www.thequint.com/news/webqoof/farmer-sprinkling-water-on-wheat-sacks-fake-news-fact-check,Farmer in Punjab sprinkling water on wheat sacks to rotten the grains and sell them to breweries,1
11570,1.35191088770417E+018,https://thelogicalindian.com/fact-check/coronavirus-vaccine-26304,The DHO of Tumkur and Principal of government nursing college are pretending to take coronavirus vaccine and have not taken the vaccine in real.,1
11588,1.35434253937405E+018,https://www.thequint.com/news/webqoof/farmers-with-swords-raising-pro-khalistan-slogans-video-is-old,Farmers With Swords Raised 'Khalistan Zindabad' Slogans,1
11675,1.36960484636656E+018,https://www.thequint.com/news/webqoof/aiudf-chief-calling-for-islamic-nation-fact-check,AIUDF chief Badruddin Ajmal said that if voted to power India will become Islamic country,1
11686,1.37117831651493E+018,https://thelogicalindian.com/fact-check/bjp-mla-in-punjab-27381,All three MLAs of BJP in Punjab have quit the party and joined Congress.,1
11762,1.38436738982393E+018,https://www.thequint.com/news/webqoof/video-of-delhi-man-stabbing-wife-passed-off-as-journalist-murder,Journalist Pragya Mishra murdered for speaking about Kumbh mela amid coronavirus pandemic,1
11769,1.38578073597853E+018,https://www.indiatoday.in/fact-check/story/fact-check-nebuliser-not-substitute-oxygen-cylinder-1794571-2021-04-24,Nebuliser can be used as a substitute for oxygen cylinder.,1
11770,1.38583930444274E+018,https://www.indiatoday.in/fact-check/story/fact-check-nebuliser-not-substitute-oxygen-cylinder-1794571-2021-04-24,Nebuliser can be used as a substitute for oxygen cylinder.,1
11863,1.358898648483E+018,https://www.snopes.com/fact-check/congress-expelled-lincoln-election/,"In 1861, three U.S. House members and 11 Senators were expelled for supporting the Confederacy and not acknowledging Abraham Lincoln's election as president.",0
11869,1.34554037824234E+018,https://www.snopes.com/fact-check/congress-expelled-lincoln-election/,"In 1861, three U.S. House members and 11 Senators were expelled for supporting the Confederacy and not acknowledging Abraham Lincoln's election as president.",0
11976,1.34695216060139E+018,https://www.snopes.com/fact-check/pence-trump-twitter-jan-6-riots/,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.",0
11977,1.34692361408014E+018,https://www.snopes.com/fact-check/pence-trump-twitter-jan-6-riots/,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.",0
12006,1.34683695763313E+018,https://www.snopes.com/fact-check/trump-steal-kids-cancer-charity/,Members of the Trump family were banned from running charities in New York because they reportedly stole from a children's cancer charity.,0
12008,1.34730524796698E+018,https://www.snopes.com/fact-check/trump-steal-kids-cancer-charity/,Members of the Trump family were banned from running charities in New York because they reportedly stole from a children's cancer charity.,0
12180,1.34728239455497E+018,https://www.snopes.com/fact-check/noose-hung-outside-capitol/,"A photograph shows a noose hanging across from the U.S. Capitol before a pro-Trump riot on Jan. 6, 2021.",0
12287,1.35100390673476E+018,https://www.snopes.com/fact-check/pardon-during-impeachment/,A president under impeachment is prohibited from issuing pardons.,0
12289,1.34729355656686E+018,https://www.snopes.com/fact-check/pardon-during-impeachment/,A president under impeachment is prohibited from issuing pardons.,0
12295,1.34830545671286E+018,https://www.snopes.com/fact-check/elizabeth-knoxville-onion-towel/,A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,0
12340,1.34805903384506E+018,https://www.snopes.com/fact-check/trump-flag-american-flag-capitol/,"A Trump flag was raised in place of an American flag at the U.S. Capitol on Jan 6, 2020.",0
12341,1.34745681846165E+018,https://www.snopes.com/fact-check/trump-flag-american-flag-capitol/,"A Trump flag was raised in place of an American flag at the U.S. Capitol on Jan 6, 2020.",0
12417,1.34798541345399E+018,https://www.snopes.com/fact-check/twitter-censor-1984-orwell/,Twitter banned the use of the hashtag #1984 in January 2021.,0
12428,1.34798792541858E+018,https://www.snopes.com/fact-check/warnock-arrested-capitol-praying/,Rev. Raphael Warnock was arrested while praying during a demonstration at the U.S. Capitol in 2017.,0
12535,1.34983538159265E+018,https://www.snopes.com/fact-check/boebert-tweet-pelosi-location/,"Republican congresswoman Lauren Boebert tweeted about House Speaker Nancy Pelosi's whereabouts during the Jan. 6, 2021 Capitol riot.",0
12542,1.34850393530523E+018,https://www.snopes.com/fact-check/boebert-tweet-pelosi-location/,"Republican congresswoman Lauren Boebert tweeted about House Speaker Nancy Pelosi's whereabouts during the Jan. 6, 2021 Capitol riot.",0
12546,1.34980535654596E+018,https://www.snopes.com/fact-check/trump-carved-manatees-back/,An endangered Florida manatee was discovered with the word “Trump” carved into its back.,0
12547,1.34881478646158E+018,https://www.snopes.com/fact-check/trump-carved-manatees-back/,An endangered Florida manatee was discovered with the word “Trump” carved into its back.,0
12552,1.34910275346171E+018,https://www.snopes.com/fact-check/chuck-norris-capitol-riot/,"A photograph shows actor Chuck Norris at a rally before the U.S. Capitol riot on Jan. 6, 2021.",0
12573,1.34980057815577E+018,https://www.snopes.com/fact-check/lauren-boebert-capitol-steps/,A photograph shows U.S. Rep. Lauren Boebert with a group of insurrectionists on the steps of the U.S. Capitol the day before the Jan. 6 riot.,0
12670,1.35010101841618E+018,https://www.snopes.com/fact-check/trump-martial-law-imminent/,"Credible sources said U.S. President Donald Trump was preparing to invoke martial law before President-elect Joe Biden's inauguration on Jan. 20, 2021.",0
12672,1.35742930588684E+018,https://www.snopes.com/fact-check/pressley-panic-buttons/,"Emergency panic buttons were inexplicably removed from U.S. Rep. Ayanna Pressley's Capitol suite before the Jan. 6 insurrection, possibly as part of a conspiracy against her.",0
12673,1.35664579222894E+018,https://www.snopes.com/fact-check/pressley-panic-buttons/,"Emergency panic buttons were inexplicably removed from U.S. Rep. Ayanna Pressley's Capitol suite before the Jan. 6 insurrection, possibly as part of a conspiracy against her.",0
12678,1.35687442988893E+018,https://www.snopes.com/fact-check/pressley-panic-buttons/,"Emergency panic buttons were inexplicably removed from U.S. Rep. Ayanna Pressley's Capitol suite before the Jan. 6 insurrection, possibly as part of a conspiracy against her.",0
12680,1.36112677587966E+018,https://www.snopes.com/fact-check/pressley-panic-buttons/,"Emergency panic buttons were inexplicably removed from U.S. Rep. Ayanna Pressley's Capitol suite before the Jan. 6 insurrection, possibly as part of a conspiracy against her.",0
12842,1.35225358897474E+018,https://www.snopes.com/fact-check/national-guard-biden-motorcade/,A video shows members of the National Guard turning their backs on U.S. President Joe Biden's motorcade.,0
12844,1.35249096610041E+018,https://www.snopes.com/fact-check/national-guard-biden-motorcade/,A video shows members of the National Guard turning their backs on U.S. President Joe Biden's motorcade.,0
12846,1.35263484716503E+018,https://www.snopes.com/fact-check/national-guard-biden-motorcade/,A video shows members of the National Guard turning their backs on U.S. President Joe Biden's motorcade.,0
12848,1.35262084128515E+018,https://www.snopes.com/fact-check/national-guard-biden-motorcade/,A video shows members of the National Guard turning their backs on U.S. President Joe Biden's motorcade.,0
12850,1.35206798585543E+018,https://www.snopes.com/fact-check/national-guard-biden-motorcade/,A video shows members of the National Guard turning their backs on U.S. President Joe Biden's motorcade.,0
12851,1.3524617495686E+018,https://www.snopes.com/fact-check/national-guard-biden-motorcade/,A video shows members of the National Guard turning their backs on U.S. President Joe Biden's motorcade.,0
12922,1.35263465012509E+018,https://www.snopes.com/fact-check/kamala-harris-planned-parenthood/,"Kamala Harris declined to prosecute Planned Parenthood for selling aborted baby parts, but prosecuted the journalists who exposed that crime.",0
13011,1.35419568700989E+018,https://www.snopes.com/fact-check/bear-skier-chase-mountain/,A video shows a bear chasing a skier down a mountain in Romania in January 2021.,0
13050,1.35513553692775E+018,https://www.snopes.com/fact-check/biden-bans-china-virus/,U.S. President Joe Biden issued an executive order in January 2021 banning any use of the term “China virus.”,0
13344,1.35911261664009E+018,https://www.snopes.com/fact-check/trump-impeachment-air-force-one/,"Former U.S. President Donald Trump said that he would testify during his second impeachment trial if could to travel to Washington, D.C., on Air Force One.",0
13823,1.41929452480385E+018,https://www.indiatoday.in/fact-check/story/wrestler-priya-malik-has-won-gold-medal-but-not-at-tokyo-olympics-1832437-2021-07-25,India wins gold at Tokyo Olympics. Priya Malik wins the first gold medal in wrestling.,1
13826,1.41927119905867E+018,https://www.indiatoday.in/fact-check/story/wrestler-priya-malik-has-won-gold-medal-but-not-at-tokyo-olympics-1832437-2021-07-25,India wins gold at Tokyo Olympics. Priya Malik wins the first gold medal in wrestling.,1
13860,1.42746453491936E+018,https://www.indiatoday.in/fact-check/story/fact-check-old-video-from-syria-shared-as-taliban-executing-woman-in-afghanistan-1842439-2021-08-18,"Video shows a woman being shot in the head by Taliban in Afghanistan for not dressing ""appropriately"".
",1
13888,1.42723872900595E+018,https://www.factchecker.in/fact-check/factcheck-have-fuel-prices-increased-due-to-oil-bonds-issued-by-upa-756951,Hike in fuel prices because of oil bonds issued by United Progressive Alliance (UPA) government,1
14022,1.3921478511998E+018,https://www.thequint.com/news/webqoof/old-video-from-jordan-passed-off-as-palestinians-faking-casualties,Video of Palestinians faking casualties amid the ongoing conflict with Israel,1
14120,1.40702288227058E+018,https://www.indiatoday.in/fact-check/story/fact-check-facebook-post-gone-viral-falsely-claiming-top-us-physician-dr-fauci-is-sacked-1817741-2021-06-22,"Dr Anthony Fauci, America’s top infectious diseases expert and chief medical adviser to the US President, has been sacked. The US has now admitted that coronavirus was man-made.",1
14143,1.41690684127617E+018,https://newsmobile.in/articles/2021/05/22/fact-check-fake-message-viral-as-phones-being-hacked-by-coronavirus-vaccine-inquiry-number/,Answering call from ‘912250041117’ will hack phone,1
14300,1.44759316753295E+018,https://www.indiatoday.in/fact-check/story/fact-check-not-king-bahrain-in-dubai-automaton-bodyguard-1712063-2020-08-17,Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,1
14389,1.43308613666298E+018,https://www.thequint.com/news/webqoof/afghans-crossing-pakistan-border-in-2020-shared-now-with-misleading-context-fact-check,People entering Pakistan fleeing from Afghanistan. ,1
14406,1.43653107812718E+018,https://www.indiatoday.in/fact-check/story/fact-check-video-from-feature-film-viral-as-taliban-detaining-afghan-citizens-1851784-2021-09-11,Video shows Taliban detaining and pushing Kabul and Panjshir residents in truck container.,1
14513,1.45907420404994E+018,https://newschecker.in/fact-check/did-rashid-alvi-say-those-saying-jai-shri-ram-are-demons-viral-clip-shared-with-missing-context,Rashid Alvi said those who say Jai Shri Ram are demons,1
14589,1.46489073557708E+018,https://www.indiatoday.in/fact-check/story/video-of-temple-demolition-in-karnataka-passed-off-as-from-tamil-nadu-1852861-2021-09-15,Video shows a temple being demolished in Tamil Nadu.,1
14591,1.46632858759053E+018,https://www.indiatoday.in/fact-check/story/fact-check-will-tata-group-not-hire-from-jnu-anymore-1639916-2020-01-24,Tata Group will no longer hire students from JNU,1
14595,1.46806241201202E+018,https://www.indiatoday.in/fact-check/story/fact-check-1966-incident-police-firing-sadhus-goes-viral-with-exaggerated-claims-1884800-2021-12-06,"On November 7, 1966, hundreds of sadhus and gau rakshaks, who were part of the anti-cow slaughter agitation, were killed in police firing in Delhi at the behest of the Indira Gandhi government. ",1
14597,1.46855750559265E+018,https://newsmobile.in/articles/2021/12/10/fact-check-no-this-video-footage-is-not-of-the-chopper-crash-which-claimed-cds-gen-rawats-life/,Video shows the crash of Mi-17V5 helicopter in Tamil Nadu that was carrying Chief of Defence Staff Gen Bipin Rawat,1
14602,1.46860586062467E+018,https://newschecker.in/fact-check/video-of-syrian-helicopter-shot-down-in-idlib-shared-as-footage-of-gen-bipin-rawats-chopper-crash,Video shows Gen Bipin Rawat's chopper crash in Tamil Nadu,1
14603,1.46854748468316E+018,https://newschecker.in/fact-check/video-of-syrian-helicopter-shot-down-in-idlib-shared-as-footage-of-gen-bipin-rawats-chopper-crash,Video shows Gen Bipin Rawat's chopper crash in Tamil Nadu,1
14612,1.46970145877377E+018,https://www.thequint.com/news/webqoof/2017-video-shared-as-recent-attack-on-up-cm-yogi-adityanath-convoy-factcheck,Video shows Uttar Pradesh Chief Minister Yogi Adityanath's convoy was attacked recently.,1
14613,1.46964680613694E+018,https://www.thequint.com/news/webqoof/2017-video-shared-as-recent-attack-on-up-cm-yogi-adityanath-convoy-factcheck,Video shows Uttar Pradesh Chief Minister Yogi Adityanath's convoy was attacked recently.,1
14614,1.46959215942259E+018,https://www.thequint.com/news/webqoof/2017-video-shared-as-recent-attack-on-up-cm-yogi-adityanath-convoy-factcheck,Video shows Uttar Pradesh Chief Minister Yogi Adityanath's convoy was attacked recently.,1
14628,1.47541901844188E+018,https://www.thequint.com/news/webqoof/ttd-trust-board-member-j-sekhar-reddy-gold-recovery-fact-check,Photographs show recent raid on J Sekhar Reddy by IT officers and the gold recovered.,1
14643,1.50263251031203E+018,https://www.altnews.in/were-modi-modi-slogans-raised-in-pakistan-parliament-india-tv-tv9-bharatvarsh-misreport/,'Modi Modi' slogans raised in Pakistani parliament,1
14649,1.48380045658531E+018,https://www.altnews.in/clipped-video-barkha-dutts-2004-report-on-plight-of-kashmiri-pandits-viral-as-justifying-their-massacre/,Barkha Dutt justified massacre of Pandits in Kashmir in NDTV report,1
14722,1.49491929203011E+018,https://www.altnews.in/media-falsely-reports-ramayana-mahabharata-to-be-taught-in-saudi-arabian-schools/,Ramayana and Mahabharata will be taught in Saudi Arabia,1
14729,1.48981856062074E+018,https://www.altnews.in/did-lack-of-financial-support-by-nehru-govt-force-indian-football-team-to-play-barefoot-in-1948-olympics/,Lack of financial support by Nehru govt forced Indian football team to play barefoot at 1948 olympics,1
14814,1.48186444201107E+018,https://www.altnews.in/video-of-brothers-reuniting-74-years-after-india-pak-partition-shared-with-false-claim/,"Sikh brothers reunited after partition, the one from Pakistan had to convert to Islam",1
14867,1.48902098727846E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
14870,1.48846811468143E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
14871,1.48835222606611E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
14875,1.48910525050218E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
